Date,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Nombre de trains en retard au départ,Retard moyen des trains en retard au départ,Retard moyen de tous les trains au départ,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée,Nombre trains en retard > 15min,Retard moyen trains en retard > 15 (si liaison concurrencée par vol),Nombre trains en retard > 30min,Nombre trains en retard > 60min,Prct retard pour causes externes,Prct retard pour cause infrastructure,Prct retard pour cause gestion trafic,Prct retard pour cause matériel roulant,Prct retard pour cause gestion en gare et réutilisation de matériel,"Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Is_Service_National,Is_Service_International,Year,month
2019-03,DIJON VILLE,PARIS LYON,101.0,453,0,288,6.0,3.888226637,26,30.58910256,0.984694628,16,0.984694628,7,5,26.92307692,23.07692308,26.92307692,19.23076923,0.0,3.846153846,True,False,2019,3
2019-03,PARIS LYON,GRENOBLE,181.0,250,0,22,11.04469697,0.576866667,36,31.66666667,5.726,23,5.726,14,3,27.77777778,30.55555556,22.22222222,16.66666667,2.777777778,0.0,True,False,2019,3
2019-03,PARIS LYON,VALENCE ALIXAN TGV,131.0,285,0,27,16.83950617,1.193333333,33,28.04393939,3.676725146,22,3.676725146,8,2,15.15151515,9.090909091,33.33333333,33.33333333,9.090909091,0.0,True,False,2019,3
2019-03,PARIS LYON,ZURICH,243.0,144,0,10,9.91,0.265509259,15,33.27333333,5.848958333,15,5.848958333,8,2,6.666666667,13.33333333,33.33333333,33.33333333,0.0,13.33333333,False,True,2019,3
2019-03,BARCELONA,PARIS LYON,389.0,62,0,26,1.269230769,0.451612903,6,50.49444444,4.288172043,6,4.288172043,2,1,50.0,33.33333333,0.0,16.66666667,0.0,0.0,False,True,2019,3
2019-03,PARIS MONTPARNASSE,BORDEAUX ST JEAN,146.0,816,19,95,19.92315789,2.006482643,64,50.6140625,3.4206399,56,3.4206399,32,12,32.8125,20.3125,9.375,34.375,3.125,0.0,True,False,2019,3
2019-03,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142.0,894,26,183,19.53078324,3.918990015,112,49.2625,7.577150538,82,7.577150538,55,24,37.6146789,23.85321101,16.51376147,20.18348624,0.0,1.834862385,True,False,2019,3
2019-03,PARIS MONTPARNASSE,NANTES,127.0,542,9,63,12.27513228,1.147686054,67,38.36840796,5.834865541,51,5.834865541,25,11,37.31343284,17.91044776,25.37313433,17.91044776,0.0,1.492537313,True,False,2019,3
2019-03,DUNKERQUE,PARIS NORD,117.0,256,3,17,13.58823529,0.913043478,26,28.48012821,4.269828722,16,4.269828722,5,4,30.76923077,26.92307692,23.07692308,15.38461538,0.0,3.846153846,True,False,2019,3
2019-03,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.0,202,0,39,4.217521368,0.538861386,11,23.74848485,0.65470297,5,0.65470297,2,1,18.18181818,18.18181818,36.36363636,27.27272727,0.0,0.0,True,False,2019,3
2019-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,192.0,294,0,169,8.679487179,4.89047619,34,28.41127451,3.62760771,28,3.62760771,8,4,6.451612903,32.25806452,41.93548387,16.12903226,3.225806452,0.0,True,False,2019,3
2019-03,PARIS LYON,TOULON,246.0,187,2,17,11.6254902,0.700540541,14,26.78333333,2.48027027,14,2.48027027,2,0,35.71428571,14.28571429,14.28571429,21.42857143,14.28571429,0.0,False,False,2019,3
2019-03,MARSEILLE ST CHARLES,LYON PART DIEU,105.0,371,4,89,6.952247191,1.728156222,42,21.75198413,4.882515895,21,4.882515895,9,3,29.26829268,2.43902439,34.14634146,14.63414634,7.317073171,12.19512195,True,False,2019,3
2019-03,MONTPELLIER,LYON PART DIEU,114.0,208,3,30,9.411111111,1.46097561,23,27.00144928,4.848780488,16,4.848780488,6,2,30.43478261,26.08695652,17.39130435,8.695652174,17.39130435,0.0,True,False,2019,3
2019-03,LAUSANNE,PARIS LYON,225.0,139,0,106,3.174842767,2.596882494,10,37.02333333,2.166067146,10,2.166067146,3,3,0.0,30.0,40.0,30.0,0.0,0.0,False,True,2019,3
2019-03,ANGOULEME,PARIS MONTPARNASSE,125.0,305,9,155,9.339892473,4.910529279,41,39.90772358,6.958952703,24,6.958952703,14,7,36.58536585,21.95121951,14.63414634,21.95121951,0.0,4.87804878,True,False,2019,3
2019-03,PARIS MONTPARNASSE,BREST,222.0,279,4,26,9.774358974,0.405636364,24,35.04166667,3.830909091,24,3.830909091,9,3,39.13043478,21.73913043,17.39130435,8.695652174,4.347826087,8.695652174,True,False,2019,3
2019-03,LA ROCHELLE VILLE,PARIS MONTPARNASSE,164.0,222,2,8,7.25,0.263636364,23,35.89057971,5.671893939,16,5.671893939,8,3,27.27272727,22.72727273,4.545454545,45.45454545,0.0,0.0,True,False,2019,3
2019-03,RENNES,PARIS MONTPARNASSE,99.0,632,8,171,11.26881092,3.100186966,134,25.989801,6.304620726,61,6.305,33,14,29.16666667,22.91666667,18.75,23.95833333,2.083333333,3.125,True,False,2019,3
2019-03,ST MALO,PARIS MONTPARNASSE,161.0,91,0,6,12.45555556,0.782783883,15,28.39,5.634981685,11,5.634981685,6,0,20.0,26.66666667,6.666666667,40.0,0.0,6.666666667,True,False,2019,3
2019-03,LYON PART DIEU,RENNES,237.0,95,3,56,7.681845238,4.75,11,24.09848485,5.159057971,11,5.159057971,3,0,9.090909091,18.18181818,27.27272727,27.27272727,18.18181818,0.0,True,False,2019,3
2019-03,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0,220,0,137,5.876642336,3.601969697,25,13.92466667,1.230606061,8,1.230606061,1,0,9.523809524,9.523809524,52.38095238,14.28571429,0.0,14.28571429,True,False,2019,3
2019-03,PARIS LYON,LYON PART DIEU,119.0,595,0,43,11.58527132,0.405938375,26,30.875,0.97092437,19,0.97092437,8,3,30.76923077,19.23076923,19.23076923,23.07692308,7.692307692,0.0,True,False,2019,3
2019-03,MONTPELLIER,PARIS LYON,272.33,308,1,101,8.118151815,2.682030402,29,49.90632184,4.208849077,29,4.208849077,10,9,24.13793103,27.5862069,20.68965517,17.24137931,10.34482759,0.0,True,False,2019,3
2019-03,PARIS LYON,MULHOUSE VILLE,169.0,287,0,23,9.633333333,0.424390244,23,27.49492754,3.186004646,15,3.186004646,6,2,4.347826087,26.08695652,30.43478261,30.43478261,0.0,8.695652174,True,False,2019,3
2019-03,FRANCFORT,PARIS EST,218.0,177,3,49,6.069387755,1.851245211,17,64.78627451,7.536111111,17,7.536111111,10,6,5.882352941,29.41176471,17.65,29.412,5.882352941,11.76470588,False,True,2019,3
2019-03,PARIS MONTPARNASSE,LAVAL,82.0,249,6,30,15.60444444,1.457887517,36,24.94444444,4.170027435,15,4.170027435,6,5,26.08695652,26.08695652,8.695652174,26.08695652,13.04347826,0.0,True,False,2019,3
2019-03,POITIERS,PARIS MONTPARNASSE,165.11,454,11,126,8.226719577,2.242738901,67,20.30995025,4.953611738,28,4.953611738,16,6,28.0,24.0,16.0,26.0,4.0,2.0,True,False,2019,3
2019-03,PARIS MONTPARNASSE,ST PIERRE DES CORPS,60.0,416,3,53,18.66289308,1.990677966,60,24.26194444,4.516020985,26,4.516020985,14,6,40.0,20.0,8.571428571,25.71428571,2.857142857,2.857142857,True,False,2019,3
2019-03,PARIS EST,STRASBOURG,116.0,549,9,100,18.61,3.350432099,48,49.82395833,4.267685185,36,4.267685185,23,14,6.25,41.66666667,2.083333333,33.33333333,14.58333333,2.083333333,True,False,2019,3
2019-03,PARIS NORD,DOUAI,72.0,208,6,35,14.70285714,2.258085809,28,25.48392857,3.027805281,12,3.027805281,7,4,28.57142857,17.85714286,25.0,21.42857143,3.571428571,3.571428571,True,False,2019,3
2019-03,DOUAI,PARIS NORD,77.0,210,4,27,6.680246914,0.947572816,54,13.94197531,4.59538835,11,4.59538835,4,2,9.756097561,34.14634146,46.34146341,4.87804878,4.87804878,0.0,True,False,2019,3
2019-03,PARIS NORD,DUNKERQUE,122.0,255,3,43,14.73837209,2.23994709,27,29.77777778,3.492063492,17,3.492063492,10,4,37.03703704,18.51851852,14.81481481,22.22222222,3.703703704,3.703703704,True,False,2019,3
2019-03,LILLE,PARIS NORD,63.0,596,4,160,6.0703125,1.561993243,107,13.72647975,2.885078829,28,2.885078829,7,1,8.910891089,36.63366337,28.71287129,17.82178218,5.940594059,1.98019802,True,False,2019,3
2019-03,LILLE,MARSEILLE ST CHARLES,301.0,202,1,59,9.576553672,2.643283582,24,44.35972222,7.780762852,24,7.780762852,10,4,25.0,12.5,33.33333333,20.83333333,8.333333333,0.0,True,False,2019,3
2019-03,GRENOBLE,PARIS LYON,182.0,226,1,10,6.8,0.302222222,12,61.99,2.707703704,12,2.707703704,6,2,27.27272727,45.45454545,27.27272727,0.0,0.0,0.0,True,False,2019,3
2019-03,MARSEILLE ST CHARLES,PARIS LYON,202.0,490,5,126,9.492460317,2.312749141,30,44.75555556,3.473161512,30,3.473,13,6,30.0,26.66666667,30.0,6.666666667,3.333333333,3.333333333,True,False,2019,3
2019-03,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,108,0,13,11.08461538,1.18,10,22.54166667,2.629475309,6,2.629475309,2,0,0.0,20.0,30.0,30.0,0.0,20.0,True,False,2019,3
2019-03,LYON PART DIEU,MARSEILLE ST CHARLES,109.0,398,2,174,9.436206897,4.184638047,60,26.64361111,5.34040404,47,5.34040404,11,4,25.0,18.33333333,25.0,18.33333333,6.666666667,6.666666667,True,False,2019,3
2019-03,PARIS LYON,LAUSANNE,222.0,145,0,9,17.29444444,0.636781609,19,34.20701754,7.476206897,19,7.476206897,7,3,10.52631579,26.31578947,42.10526316,15.78947368,0.0,5.263157895,False,True,2019,3
2019-03,MARSEILLE ST CHARLES,MADRID,463.0,31,0,7,14.46428571,4.76,3,77.0,4.032258065,3,4.032258065,2,1,0.0,0.0,66.66666667,33.33333333,0.0,0.0,False,True,2019,3
2019-03,PARIS LYON,BARCELONA,387.0,62,0,7,24.85,2.24516129,14,32.71428571,8.435483871,14,8.435483871,7,1,57.14285714,7.142857143,7.142857143,28.57142857,0.0,0.0,False,True,2019,3
2019-04,BREST,PARIS MONTPARNASSE,226.0,262,1,75,92.14088889,26.58001277,17,29.05588235,3.743805875,17,3.743805875,5,1,46.66666667,20.0,6.666666667,26.66666667,0.0,0.0,True,False,2019,4
2019-04,PARIS MONTPARNASSE,NANTES,128.0,529,1,253,9.55,4.508996212,84,31.03253968,6.853882576,49,6.853882576,21,10,21.42857143,44.28571429,18.57142857,12.85714286,1.43,1.428571429,True,False,2019,4
2019-04,POITIERS,PARIS MONTPARNASSE,94.0,414,0,140,31.52404762,10.60555556,52,15.92051282,3.306119163,24,3.306119163,7,0,12.82051282,33.33333333,30.76923077,20.51282051,0.0,2.564102564,True,False,2019,4
2019-04,PARIS MONTPARNASSE,RENNES,98.0,617,6,286,8.7,3.969558101,64,27.16510417,3.274386252,30,3.274386252,13,7,22.91666667,25.0,20.83333333,25.0,2.083333333,4.166666667,True,False,2019,4
2019-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,259.0,154,0,79,5.520464135,2.779545455,14,47.16547619,4.976515152,14,4.976515152,9,4,15.38461538,30.76923077,38.46153846,15.38461538,0.0,0.0,True,False,2019,4
2019-04,REIMS,PARIS EST,46.0,196,2,21,7.622222222,0.455154639,14,17.25,2.080670103,5,2.080670103,1,1,0.0,33.33333333,33.33333333,33.33333333,0.0,0.0,True,False,2019,4
2019-04,STRASBOURG,PARIS EST,116.0,514,14,223,7.102615845,3.273466667,47,22.01453901,2.978966667,28,2.978966667,5,3,23.25581395,18.60465116,27.90697674,18.60465116,6.976744186,4.651162791,True,False,2019,4
2019-04,STRASBOURG,NANTES,295.0,55,2,21,3.841269841,1.53427673,6,31.64166667,6.5,6,6.477987421,3,0,20.0,20.0,20.0,40.0,0.0,0.0,True,False,2019,4
2019-04,PARIS NORD,ARRAS,55.0,310,12,65,31.86487179,6.790659955,56,19.44107143,3.781319911,27,3.781319911,9,3,29.09090909,20.0,12.72727273,23.63636364,14.54545455,0.0,True,False,2019,4
2019-04,LILLE,LYON PART DIEU,191.0,223,2,94,6.668971631,2.91,32,40.3734375,6.795927602,31,6.795927602,13,4,26.67,16.66666667,23.33333333,16.66666667,13.33333333,3.333333333,False,False,2019,4
2019-04,LYON PART DIEU,MARNE LA VALLEE,109.0,238,5,139,10.04364508,6.06316166,41,28.53739837,5.201716738,33,5.201716738,11,3,20.0,15.0,35.0,17.5,10.0,2.5,True,False,2019,4
2019-04,PARIS LYON,AIX EN PROVENCE TGV,183.0,383,0,21,10.57857143,0.178285466,26,31.17564103,3.495953003,25,3.495953003,10,2,21.05263158,15.79,21.05263158,26.31578947,10.52631579,5.263157895,True,False,2019,4
2019-04,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0,188,0,67,4.95,1.704875887,12,22.52916667,0.701861702,6,0.701861702,2,1,0.0,11.11111111,0.0,44.44444444,44.44444444,0.0,True,False,2019,4
2019-04,PARIS LYON,DIJON VILLE,96.0,421,1,28,11.13988095,0.423492063,11,17.97424242,0.09,6,0.051944444,1,0,11.11111111,0.0,22.22222222,55.55555556,11.11111111,0.0,True,False,2019,4
2019-04,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,80.0,192,0,18,30.13888889,2.444618056,11,14.70757576,0.3515625,5,0.3515625,1,0,10.0,10.0,10.0,50.0,20.0,0.0,True,False,2019,4
2019-04,MONTPELLIER,PARIS LYON,207.0,307,0,170,4.256470588,2.4252443,22,32.53712121,1.329207383,22,1.329207383,7,2,42.10526316,21.05263158,21.05263158,5.263157895,10.52631579,0.0,True,False,2019,4
2019-04,PARIS LYON,MULHOUSE VILLE,168.0,295,0,19,39.95614035,2.303502825,17,21.8754902,2.356271186,10,2.356271186,3,1,7.142857143,7.142857143,50.0,35.71428571,0.0,0.0,True,False,2019,4
2019-04,PARIS LYON,VALENCE ALIXAN TGV,131.0,272,0,27,12.87098765,0.952757353,23,23.77898551,2.524877451,16,2.524877451,6,1,9.523809524,9.523809524,28.57142857,38.0952381,14.28571429,0.0,True,False,2019,4
2019-04,LYON PART DIEU,MARSEILLE ST CHARLES,104.0,363,1,161,13.03022774,5.852025783,75,29.54822222,7.47592081,54,7.47592081,27,7,17.14285714,22.85714286,28.57142857,12.85714286,12.85714286,5.714285714,True,False,2019,4
2019-04,PARIS LYON,BARCELONA,314.0,56,0,9,15.26111111,2.030357143,8,29.625,6.910714286,8,6.910714286,3,0,0.0,37.5,25.0,25.0,12.5,0.0,False,True,2019,4
2019-04,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,415,1,210,13.78460317,6.900201288,65,27.15230769,5.489975845,32,5.489975845,16,9,20.83333333,29.16666667,27.08333333,18.75,2.083333333,2.083333333,True,False,2019,4
2019-04,TOULOUSE MATABIAU,PARIS MONTPARNASSE,258.0,156,0,23,5.029710145,0.451388889,12,29.61944444,3.4125,12,3.4125,5,1,18.18181818,36.36363636,9.090909091,18.18181818,9.090909091,9.090909091,True,False,2019,4
2019-04,TOURS,PARIS MONTPARNASSE,75.0,181,1,28,6.4,0.95712963,28,16.15059524,3.134907407,8,3.134907407,5,0,15.0,5.0,40.0,15.0,5.0,20.0,True,False,2019,4
2019-04,PARIS EST,NANCY,95.0,279,1,77,14.19199134,4.082194245,11,39.11818182,2.404856115,11,2.404856115,8,4,0.0,36.36363636,9.090909091,45.45454545,9.090909091,0.0,True,False,2019,4
2019-04,PARIS EST,STRASBOURG,115.0,529,11,103,11.13462783,2.240250965,34,37.47254902,2.586808237,28,2.586808237,13,4,15.625,28.125,21.875,28.125,3.125,3.125,True,False,2019,4
2019-04,BORDEAUX ST JEAN,TOURCOING,298.0,6,0,1,2.916666667,0.45,1,76.0,14.0,1,14.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,True,False,2019,4
2019-04,TOURCOING,BORDEAUX ST JEAN,289.0,27,0,2,3.191666667,0.291975309,5,46.28,8.102469136,5,8.102469136,4,0,0.0,50.0,50.0,0.0,0.0,0.0,True,False,2019,4
2019-04,MARNE LA VALLEE,LYON PART DIEU,111.0,286,4,175,10.50619048,6.66465721,45,34.19481481,5.81501182,36,5.81501182,15,4,20.93023256,25.58139535,20.93023256,13.95348837,13.95348837,4.651162791,True,False,2019,4
2019-04,ANNECY,PARIS LYON,228.0,135,3,12,77.52083333,7.054671717,19,34.02807018,5.436742424,19,5.436742424,6,4,11.11111111,27.77777778,50.0,11.11111111,0.0,0.0,True,False,2019,4
2019-04,AVIGNON TGV,PARIS LYON,165.0,379,3,153,7.821132898,3.119060284,39,29.76581197,3.246320922,23,3.246320922,10,6,21.62162162,24.32432432,27.02702703,18.91891892,2.702702703,5.405405405,True,False,2019,4
2019-04,PARIS LYON,NIMES,176.0,276,0,31,11.84892473,1.016002415,32,24.22083333,3.419504831,23,3.419504831,9,1,16.66666667,6.666666667,30.0,30.0,16.66666667,0.0,True,False,2019,4
2019-04,PARIS LYON,PERPIGNAN,308.0,168,0,21,13.74126984,1.366666667,19,41.38684211,5.161805556,19,5.161805556,8,4,16.67,27.77777778,22.22222222,27.77777778,5.555555556,0.0,True,False,2019,4
2019-04,PARIS LYON,TOULON,243.0,220,0,25,10.84666667,0.834621212,19,34.7377193,2.369015152,19,2.369015152,10,2,43.75,18.75,12.5,6.25,18.75,0.0,True,False,2019,4
2019-04,MARSEILLE ST CHARLES,LYON PART DIEU,101.0,346,4,63,6.687301587,1.233089669,30,29.22055556,4.89668616,19,4.89668616,8,4,14.28571429,17.85714286,32.14285714,28.57142857,0.0,7.142857143,True,False,2019,4
2019-04,MONTPELLIER,LYON PART DIEU,112.0,191,8,98,5.136394558,2.790528233,30,26.84,6.130601093,24,6.130601093,10,0,26.66666667,23.33333333,23.33333333,20.0,6.666666667,0.0,True,False,2019,4
2019-04,FRANCFORT,PARIS EST,215.0,165,5,56,32.86428571,11.63458333,18,39.47407407,5.9034375,18,5.9034375,7,2,5.555555556,27.77777778,22.22222222,44.44444444,0.0,0.0,False,True,2019,4
2019-04,PARIS LYON,GENEVE,179.0,187,1,20,10.0425,0.786290323,11,20.37424242,4.42,5,2.703315412,2,0,10.0,0.0,50.0,20.0,20.0,0.0,False,True,2019,4
2019-04,PARIS MONTPARNASSE,LAVAL,82.0,232,2,102,11.32369281,4.927898551,30,21.31944444,3.745,11,3.745,5,4,23.80952381,14.28571429,23.80952381,23.80952381,9.523809524,4.761904762,True,False,2019,4
2019-04,VANNES,PARIS MONTPARNASSE,155.0,243,0,95,3.275087719,1.378943759,34,24.65686275,4.765294925,22,4.765294925,7,2,24.13793103,31.03448276,24.13793103,17.24137931,3.448275862,0.0,True,False,2019,4
2019-04,NANTES,STRASBOURG,299.0,52,0,16,3.58125,1.130448718,6,23.45555556,4.45224359,6,4.45224359,2,0,83.33,16.66666667,0.0,0.0,0.0,0.0,True,False,2019,4
2019-04,LILLE,MARSEILLE ST CHARLES,299.0,189,0,54,9.124691358,2.478042328,18,39.7962963,5.162257496,18,5.162257496,9,3,23.52941176,17.64705882,17.64705882,23.53,17.64705882,0.0,True,False,2019,4
2019-04,PARIS LYON,ANNECY,223.0,140,2,9,22.9,1.174033816,9,35.94444444,4.59057971,9,4.59057971,6,1,0.0,50.0,12.5,37.5,0.0,0.0,True,False,2019,4
2019-04,DIJON VILLE,PARIS LYON,99.0,417,0,255,7.540784314,4.69756195,29,34.3362069,1.881414868,17,1.881414868,11,6,4.0,20.0,36.0,24.0,16.0,0.0,True,False,2019,4
2019-04,PARIS LYON,LYON PART DIEU,119.0,560,1,45,16.88259259,0.960017889,22,19.99545455,0.393649374,14,0.393649374,3,0,19.04761905,19.04761905,28.57142857,28.57142857,4.761904762,0.0,True,False,2019,4
2019-04,LYON PART DIEU,PARIS LYON,120.0,585,3,244,4.936065574,2.182703322,31,24.72419355,1.562084765,19,1.562084765,6,2,9.677419355,19.35483871,19.35483871,25.80645161,19.35483871,6.451612903,True,False,2019,4
2019-04,MACON LOCHE,PARIS LYON,125.58,187,2,153,6.717538126,5.58981982,13,27.65641026,2.348918919,10,2.348918919,3,2,0.0,16.66666667,50.0,0.0,25.0,8.333333333,True,False,2019,4
2019-04,PARIS EST,FRANCFORT,213.0,165,5,23,9.351449275,1.404270833,20,47.405,8.738541667,20,8.738541667,10,3,0.0,43.75,43.75,6.25,0.0,6.25,False,True,2019,4
2019-04,GENEVE,PARIS LYON,178.0,213,1,71,2.936150235,0.686320755,11,20.25151515,0.155503145,8,0.155503145,0,0,20.0,10.0,50.0,20.0,0.0,0.0,False,True,2019,4
2019-04,MADRID,MARSEILLE ST CHARLES,209.0,27,0,10,4.5,1.148148148,3,25.95,5.498148148,3,5.498148148,1,0,33.33333333,0.0,66.66666667,0.0,0.0,0.0,False,True,2019,4
2019-04,PARIS MONTPARNASSE,LA ROCHELLE VILLE,169.0,210,0,101,3.12640264,1.474285714,20,22.3,2.471428571,13,2.471428571,3,0,23.52941176,35.29411765,23.52941176,11.76470588,0.0,5.882352941,True,False,2019,4
2019-04,LA ROCHELLE VILLE,PARIS MONTPARNASSE,164.0,204,0,32,4.0640625,0.726143791,13,25.56153846,3.435375817,9,3.435375817,4,0,18.18181818,36.36363636,9.090909091,36.36363636,0.0,0.0,False,False,2019,4
2019-04,NANTES,PARIS MONTPARNASSE,131.0,517,0,182,25.97847985,9.006866538,79,35.43881857,6.951515152,55,6.951515152,33,13,32.8125,32.8125,12.5,17.1875,1.5625,3.125,True,False,2019,4
2019-04,PARIS MONTPARNASSE,QUIMPER,221.0,240,0,108,6.750154321,2.949722222,12,43.04166667,2.81875,12,2.81875,5,2,18.18181818,27.27272727,9.090909091,18.18181818,18.18181818,9.090909091,True,False,2019,4
2019-04,PARIS MONTPARNASSE,VANNES,152.0,230,0,106,6.947641509,3.121811594,21,30.69047619,3.458695652,14,3.458695652,5,1,20.0,25.0,15.0,15.0,10.0,15.0,True,False,2019,4
2019-04,LYON PART DIEU,RENNES,235.0,86,3,45,9.074074074,5.019678715,14,33.61785714,7.959236948,14,7.959236948,6,1,30.76923077,23.07692308,23.07692308,15.38461538,7.692307692,0.0,True,False,2019,4
2019-04,NANCY,PARIS EST,96.0,289,2,96,5.809895833,2.008072009,22,20.55378788,2.3970964,10,2.3970964,4,2,19.04761905,33.33333333,28.57142857,14.28571429,4.761904762,0.0,True,False,2019,4
2019-04,MARSEILLE ST CHARLES,LILLE,287.0,197,2,31,7.073655914,0.95008547,36,41.06064815,9.846837607,36,9.846837607,17,7,28.57142857,17.14285714,25.71428571,22.85714286,5.714285714,0.0,True,False,2019,4
2019-04,MARNE LA VALLEE,MARSEILLE ST CHARLES,214.0,248,0,138,11.18055556,6.290255376,32,35.5,6.137634409,32,6.137634409,18,3,16.66666667,13.33333333,23.33333333,26.66666667,16.66666667,3.333333333,True,False,2019,4
2019-04,MARSEILLE ST CHARLES,MARNE LA VALLEE,209.0,236,2,36,13.79,1.1497151,30,38.22111111,5.732621083,30,5.732621083,10,6,22.22222222,14.81481481,33.33333333,22.22222222,7.407407407,0.0,True,False,2019,4
2019-04,BELLEGARDE (AIN),PARIS LYON,162.0,224,1,148,3.845045045,2.625112108,13,19.76794872,0.051345291,9,0.051345291,0,0,16.66666667,8.333333333,58.33333333,16.66666667,0.0,0.0,True,False,2019,4
2019-04,MULHOUSE VILLE,PARIS LYON,170.0,299,0,146,5.097488584,2.541192865,19,28.16754386,0.657134894,11,0.657134894,5,2,7.692307692,15.38461538,7.692307692,46.15384615,23.07692308,0.0,True,False,2019,4
2019-04,ITALIE,PARIS LYON,440.0,66,2,53,3.349056604,2.8515625,14,22.925,5.362760417,14,5.362760417,1,1,30.76923077,7.692307692,53.84615385,7.692307692,0.0,0.0,False,True,2019,4
2019-04,PARIS MONTPARNASSE,ANGOULEME,127.0,279,0,135,11.85975309,5.647252091,30,27.1,3.469892473,18,3.469892473,7,2,31.81818182,22.72727273,18.18181818,9.090909091,13.63636364,4.545454545,True,False,2019,4
2019-04,ANGOULEME,PARIS MONTPARNASSE,124.0,278,0,143,8.34,2.632853717,30,24.43444444,3.930635492,19,3.930635492,7,1,16.0,24.0,24.0,28.0,4.0,4.0,True,False,2019,4
2019-04,PARIS MONTPARNASSE,BREST,221.0,261,2,121,5.370247934,2.423101673,14,29.03571429,2.305019305,14,2.305019305,6,0,23.07692308,30.76923077,15.38461538,23.07692308,0.0,7.692307692,True,False,2019,4
2019-04,PARIS MONTPARNASSE,LE MANS,55.0,441,3,218,18.69969419,9.215372907,61,22.76202186,3.526065449,18,3.526065449,9,7,21.73913043,19.56521739,36.95652174,17.39130435,4.347826087,0.0,True,False,2019,4
2019-04,LE MANS,PARIS MONTPARNASSE,58.0,425,0,228,7.856140351,4.341254902,94,21.52411348,5.287333333,32,5.287333333,17,8,11.5942029,34.7826087,21.73913043,23.1884058,1.449275362,7.246376812,True,False,2019,4
2019-04,RENNES,PARIS MONTPARNASSE,99.0,580,1,180,26.36833333,8.228756477,100,21.1285,4.591393207,47,4.591393207,21,5,23.07692308,26.92307692,16.66666667,24.35897436,5.128205128,3.846153846,True,False,2019,4
2019-04,ST MALO,PARIS MONTPARNASSE,160.0,85,0,51,1.709477124,1.035098039,10,29.48666667,4.681960784,9,4.681960784,3,1,33.33333333,22.22222222,11.11111111,33.33333333,0.0,0.0,True,False,2019,4
2019-04,PARIS NORD,DUNKERQUE,122.0,248,2,79,59.27320675,18.95210027,39,31.58974359,5.170731707,30,5.170731707,17,4,21.05263158,28.94736842,5.263157895,28.94736842,15.78947368,0.0,True,False,2019,4
2019-04,LYON PART DIEU,LILLE,191.0,210,6,132,9.862247475,6.453921569,52,36.125,11.63316993,48,11.63316993,21,7,25.0,17.30769231,28.84615385,17.30769231,11.53846154,0.0,True,False,2019,4
2019-04,PARIS LYON,BELLEGARDE (AIN),162.0,202,1,23,9.079710145,0.727114428,16,18.29895833,3.543781095,6,3.543781095,2,0,0.0,6.666666667,60.0,13.33333333,20.0,0.0,True,False,2019,4
2019-04,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0,206,1,113,6.539528024,3.625284553,31,12.06666667,1.419593496,7,1.419593496,1,0,6.896551724,17.24137931,37.93103448,13.79310345,17.24137931,6.896551724,True,False,2019,4
2019-04,PARIS LYON,MARSEILLE ST CHARLES,196.0,497,0,38,10.48552632,0.412676056,38,32.01885965,3.78433937,38,3.78433937,12,3,28.125,9.375,25.0,28.125,6.25,3.125,True,False,2019,4
2019-04,PERPIGNAN,PARIS LYON,304.0,145,0,25,5.458,1.094712644,10,37.28666667,1.177586207,10,1.177586207,4,1,55.55555556,11.11111111,22.22222222,11.11111111,0.0,0.0,True,False,2019,4
2019-04,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,108,1,14,270.4380952,35.1864486,6,37.88333333,3.298753894,4,3.298753894,3,1,16.66666667,33.33333333,0.0,33.33333333,16.66666667,0.0,True,False,2019,4
2019-04,TOULON,PARIS LYON,334.49,223,3,112,5.95327381,3.111439394,20,37.89333333,3.480075758,20,3.480075758,9,3,16.66666667,22.22222222,27.77777778,22.22,5.555555556,5.555555556,True,False,2019,4
2019-04,VALENCE ALIXAN TGV,PARIS LYON,133.0,290,0,169,7.662721893,4.523275862,28,28.28988095,1.839942529,21,1.839942529,8,2,36.0,28.0,20.0,4.0,8.0,4.0,True,False,2019,4
2019-04,LYON PART DIEU,MONTPELLIER,114.0,199,17,82,12.35101626,5.589652015,40,30.86291667,7.28489011,25,7.28489011,14,4,21.05263158,21.05263158,21.05263158,15.78947368,10.52631579,10.52631579,True,False,2019,4
